description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
antMiner-251,1203,46.3 MB,10.12.11.173,bc:23:71:ff:49:37,6,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-59,1203,55.6 MB,10.12.11.175,fe:2b:bd:a3:95:9c,8,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-45,1203,39.2 MB,10.12.11.176,72:ab:af:ad:f4:d2,9,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-614,1203,46.3 MB,10.12.11.177,86:0c:9a:37:e9:aa,10,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-375,1203,46.5 MB,10.12.11.178,1e:a2:ae:6a:4e:22,6,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-126,1203,54.0 MB,10.12.11.183,4e:a2:89:d0:e9:59,3,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-21,1203,46.6 MB,10.12.11.185,ec:43:65:e3:ba:f0,13,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-459,1203,59.9 MB,10.12.11.188,48:fe:74:b5:e8:31,11,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-590,1203,44.6 MB,10.12.11.189,5a:9c:0d:99:34:8e,12,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-290,1203,36.2 MB,10.12.11.191,6a:be:2b:65:a3:95,9,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-307,1203,46.3 MB,10.12.11.192,6e:5d:29:52:a7:db,1,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-308,1203,46.3 MB,10.12.11.193,00:95:c8:93:d9:38,8,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-315,1203,46.7 MB,10.12.11.196,22:2c:56:6d:9e:87,19,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-165,1203,49.1 MB,10.12.11.197,28:7a:de:ec:cd:d1,13,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-660,1203,45.3 MB,10.12.11.198,32:53:8a:48:f1:1a,6,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-311,1203,46.8 MB,10.12.11.200,7c:4a:75:ff:82:9e,2,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-626,1203,48.2 MB,10.12.11.201,c6:3b:2c:f0:76:19,1,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-374,1203,46.8 MB,10.12.11.202,72:4e:a8:26:85:1c,3,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-310,1203,46.4 MB,10.12.11.205,8c:84:ff:ca:4e:1b,3,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-447,1203,43.9 MB,10.12.11.206,da:5c:7e:97:1c:6a,18,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-335,1203,44.2 MB,10.12.11.208,22:ae:2e:87:30:8c,16,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-170,1203,71.3 MB,10.12.11.212,12:06:25:73:35:4a,12,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-359,1203,45.2 MB,10.12.11.217,86:07:d7:bb:6f:18,6,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-155,1203,47.7 MB,10.12.11.218,da:d3:be:ed:f8:c1,6,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-148,1203,47.6 MB,10.12.11.219,aa:9c:dd:d6:08:01,12,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-314,1203,48.1 MB,10.12.11.220,de:e6:0b:83:93:26,1,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-382,1203,47.4 MB,10.12.11.221,16:f0:52:23:ca:8e,7,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-163,1203,48.8 MB,10.12.11.223,30:fd:a6:3c:ac:44,2,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-312,1203,48.2 MB,10.12.11.226,d2:24:48:4f:64:bb,16,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-169,1203,47.1 MB,10.12.11.228,1c:e4:fd:28:1f:a8,17,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-405,1203,44.7 MB,10.12.11.229,4a:9d:09:26:9a:37,18,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-130,1203,47.7 MB,10.12.11.231,c6:64:4d:55:cc:88,14,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-318,1203,47.6 MB,10.12.11.232,3a:e2:75:fb:09:69,13,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-527,1203,67.6 MB,10.12.11.234,18:51:ee:de:61:35,3,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-167,1203,45.7 MB,10.12.11.235,62:7f:97:35:15:28,8,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-456,1203,44.0 MB,10.12.11.240,ee:f1:80:aa:71:89,11,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-579,1203,45.7 MB,10.12.11.241,98:bc:ed:31:b5:8a,9,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-517,1203,45.7 MB,10.12.11.242,c0:ac:63:cd:ad:08,8,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-563,1203,52.9 MB,10.12.11.244,26:44:25:1b:de:23,7,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-659,1203,50.0 MB,10.12.12.37,0c:cb:91:38:8c:dd,1,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-545,1203,47.1 MB,10.12.12.38,06:58:44:8b:88:39,13,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-625,1203,46.3 MB,10.12.12.43,dc:1f:58:89:38:54,8,M12-POD3-23-sw,4/14/2022 00:39,M12-POD3-23-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-436,1203,45.1 MB,10.12.12.44,08:35:5c:18:b8:29,20,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-362,1203,45.8 MB,10.12.12.45,a0:3b:c3:87:b6:84,10,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-361,1203,47.6 MB,10.12.12.46,48:97:33:55:1e:fa,12,M12-POD3-13-sw,4/14/2022 00:39,M12-POD3-13-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-341,1203,46.4 MB,10.12.12.48,b0:5e:59:8a:73:ba,12,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-453,1203,46.2 MB,10.12.12.49,60:60:3a:ae:f3:67,14,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-417,1203,46.1 MB,10.12.12.52,d6:a4:af:0e:1c:51,11,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-473,1203,63.5 MB,10.12.12.54,b0:d4:56:36:f3:0b,2,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-349,1203,47.7 MB,10.12.12.55,20:9d:06:c2:9e:7d,17,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-346,1203,46.8 MB,10.12.12.56,b4:1b:d3:f2:eb:e6,12,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-369,1203,47.8 MB,10.12.12.57,24:39:db:ef:e2:d0,10,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-404,1203,47.4 MB,10.12.12.61,5e:2d:ce:6e:78:c6,3,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-481,1203,45.1 MB,10.12.12.62,f6:b8:d5:b0:1f:8b,6,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-589,1203,46.1 MB,10.12.12.63,82:de:7a:ae:2b:d5,2,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-425,1203,45.5 MB,10.12.12.66,78:8c:95:97:92:6f,10,M12-POD3-23-sw,4/14/2022 00:39,M12-POD3-23-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-449,1203,47.1 MB,10.12.12.67,0c:d6:76:86:e8:8c,1,M12-POD3-23-sw,4/14/2022 00:39,M12-POD3-23-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-500,1203,52.3 MB,10.12.12.68,16:d4:9b:35:70:c5,9,M12-POD3-22-sw,4/14/2022 00:39,M12-POD3-22-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-345,1203,48.1 MB,10.12.12.69,a8:d5:23:0a:8b:eb,14,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-364,1203,45.5 MB,10.12.12.71,92:3d:ad:af:69:b5,1,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-565,1203,45.8 MB,10.12.12.72,30:e2:15:0d:34:3b,14,M12-POD3-02-sw,4/14/2022 00:39,M12-POD3-2-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-511,1203,50.7 MB,10.12.12.73,d6:d4:66:ec:c6:6c,13,M12-POD3-06-sw,4/14/2022 00:39,M12-POD3-6-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-394,1203,47.5 MB,10.12.12.74,7a:f4:b7:de:dc:7d,19,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-403,1203,44.7 MB,10.12.12.76,22:54:48:46:32:7d,14,M12-POD3-22-sw,4/14/2022 00:39,M12-POD3-22-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-367,1203,48.3 MB,10.12.12.77,40:f8:bf:91:76:3c,8,M12-POD3-22-sw,4/14/2022 00:39,M12-POD3-22-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-561,1203,43.7 MB,10.12.12.78,be:8d:1e:b3:a2:f3,6,M12-POD3-22-sw,4/14/2022 00:39,M12-POD3-22-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-416,1203,43.7 MB,10.12.12.79,08:f4:ed:e8:92:54,16,M12-POD3-09-sw,4/14/2022 00:39,M12-POD3-9-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-368,1203,47.3 MB,10.12.12.81,54:3e:76:79:a7:54,15,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-339,1203,45.4 MB,10.12.12.82,ce:77:88:67:46:05,7,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-370,1203,47.1 MB,10.12.12.83,7a:b2:ef:22:b9:16,8,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-572,1203,45.9 MB,10.12.12.85,2e:3a:9d:04:b7:8e,13,M12-POD3-10-sw,4/14/2022 00:39,M12-POD3-10-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-507,1203,52.5 MB,10.12.12.87,ce:71:8c:47:96:61,9,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-524,1203,54.6 MB,10.12.12.88,58:f2:b8:54:bb:77,19,M12-POD3-09-sw,4/14/2022 00:39,M12-POD3-9-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-508,1203,52.5 MB,10.12.12.89,70:50:85:c1:c1:6f,20,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-484,1203,55.8 MB,10.12.12.90,40:80:b4:3b:66:33,14,M12-POD3-09-sw,4/14/2022 00:39,M12-POD3-9-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-328,1203,47.0 MB,10.12.12.92,ec:67:13:e1:90:d2,19,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-343,1203,45.9 MB,10.12.12.94,74:18:09:5e:4e:54,17,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-317,1203,45.0 MB,10.12.12.96,b0:93:12:5a:7b:dd,2,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-387,1203,46.4 MB,10.12.12.97,16:9c:e4:12:8c:25,10,M12-POD3-10-sw,4/14/2022 00:39,M12-POD3-10-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-526,1203,44.4 MB,10.12.12.99,e4:da:ec:f7:60:c5,11,M12-POD3-12-sw,4/14/2022 00:39,M12-POD3-12-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-440,1203,43.5 MB,10.12.12.101,d0:b1:b5:26:dc:16,5,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-421,1203,49.0 MB,10.12.12.103,90:97:16:10:c5:79,16,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-350,1203,47.2 MB,10.12.12.107,96:bb:1b:da:cc:7a,3,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-521,1203,52.2 MB,10.12.12.108,02:8e:ce:c4:c3:2a,3,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-337,1203,48.2 MB,10.12.12.109,8c:50:c5:67:4e:22,8,M12-POD3-15-sw,4/14/2022 00:39,M12-POD3-15-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-518,1203,43.4 MB,10.12.12.110,60:99:0f:9f:6f:88,13,M12-POD3-15-sw,4/14/2022 00:39,M12-POD3-15-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-410,1203,45.0 MB,10.12.12.112,9a:ae:f7:d3:92:54,19,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-353,1203,47.8 MB,10.12.12.115,66:02:90:db:f7:5b,13,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-316,1203,45.7 MB,10.12.12.116,82:e7:91:5d:da:7a,18,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-516,1203,45.2 MB,10.12.12.118,cc:ca:25:25:89:e8,10,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-340,1203,47.6 MB,10.12.12.130,30:e2:dc:77:b3:85,4,M12-POD3-02-sw,4/14/2022 00:39,M12-POD3-2-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-573,1203,44.7 MB,10.12.12.140,92:33:f7:ff:e2:37,11,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-492,1203,46.0 MB,10.12.12.141,5a:ec:03:46:78:16,19,M12-POD3-34-sw,4/14/2022 00:39,M12-POD3-34-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-490,1203,51.8 MB,10.12.12.142,e4:bf:e0:86:26:a1,4,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-505,1203,57.1 MB,10.12.12.143,76:18:70:11:6a:2a,4,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-539,1203,43.2 MB,10.12.12.144,e6:85:ad:f8:9e:ce,5,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-376,1203,46.3 MB,10.12.12.145,56:97:de:50:b4:e1,5,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-587,1203,45.5 MB,10.12.12.146,32:5b:6c:ca:ce:b0,4,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-392,1203,46.8 MB,10.12.12.147,96:66:0e:dc:17:db,5,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-510,1203,60.6 MB,10.12.12.148,26:90:c6:c0:20:2a,4,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-435,1203,47.5 MB,10.12.12.149,7e:42:5d:8d:fb:61,5,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-499,1203,54.6 MB,10.12.12.150,20:ef:a5:d7:d3:82,7,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-560,1203,56.1 MB,10.12.12.151,78:c7:c2:20:0a:41,4,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-282,1203,45.8 MB,10.12.12.152,aa:dc:1c:e1:69:8b,5,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-537,1203,60.7 MB,10.12.12.153,ea:91:4f:22:eb:a4,4,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-559,1203,57.5 MB,10.12.12.154,74:86:0c:1e:80:2c,5,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-608,1203,51.3 MB,10.12.12.155,34:23:61:6f:00:f8,4,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-378,1203,47.2 MB,10.12.12.156,4c:20:8f:02:9c:17,5,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-11,1203,20.1 MB,10.12.12.157,2c:2f:46:43:36:76,8,M12-POD3-25-sw,4/14/2022 00:38,M12-POD3-25-2-3,Idle,Idle
antMiner-576,1203,59.6 MB,10.12.12.158,04:a2:77:bb:35:07,4,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-540,1203,51.5 MB,10.12.12.159,e6:26:95:6d:18:0d,5,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-594,1203,47.1 MB,10.12.12.160,d8:ba:57:12:c3:02,2,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-379,1203,45.5 MB,10.12.12.162,2c:65:c3:4d:70:c1,4,M12-POD3-23-sw,4/14/2022 00:39,M12-POD3-23-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-607,1203,52.0 MB,10.12.12.163,8a:3c:5c:5b:80:8e,4,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-603,1203,46.9 MB,10.12.12.164,8e:01:1f:b4:38:a2,5,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-566,1203,50.2 MB,10.12.12.165,dc:a1:fc:4d:40:6b,17,M12-POD3-23-sw,4/14/2022 00:39,M12-POD3-23-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-580,1203,57.1 MB,10.12.12.166,76:a2:28:f3:2e:41,13,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-418,1203,42.9 MB,10.12.12.167,b8:5e:13:06:06:ae,12,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-612,1203,53.6 MB,10.12.12.168,12:b7:9c:b7:39:ee,4,M12-POD3-21-sw,4/14/2022 00:39,M12-POD3-21-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-538,1203,53.6 MB,10.12.12.169,ce:f8:ca:e6:45:e1,4,M12-POD3-22-sw,4/14/2022 00:39,M12-POD3-22-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-606,1203,61.3 MB,10.12.12.171,68:de:67:d2:63:8c,18,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-86,1203,46.7 MB,10.12.12.172,ba:7e:87:c7:f9:34,4,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-569,1203,19.6 MB,10.12.12.173,54:f2:db:fd:e2:46,4,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-1-4,Idle,Idle
antMiner-558,1203,52.1 MB,10.12.12.175,84:4e:7c:2a:58:16,5,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-597,1203,59.8 MB,10.12.12.177,76:82:6d:b1:c5:af,9,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-329,1203,47.2 MB,10.12.12.179,e4:25:2f:a0:4b:26,4,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-588,1203,48.7 MB,10.12.12.180,46:fa:46:fe:97:58,5,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-609,1203,54.3 MB,10.12.12.181,36:5b:55:f5:4e:55,5,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-544,1203,55.2 MB,10.12.12.182,ee:e2:0f:68:d9:ab,5,M12-POD3-15-sw,4/14/2022 00:39,M12-POD3-15-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-605,1203,55.9 MB,10.12.12.183,26:35:c9:80:59:34,4,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-548,1203,44.4 MB,10.12.12.185,94:c4:22:a2:dc:2a,5,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-551,1203,61.4 MB,10.12.12.186,a2:d0:1f:45:e8:f5,5,M12-POD3-13-sw,4/14/2022 00:39,M12-POD3-13-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-543,1203,60.5 MB,10.12.12.187,ae:ea:60:a0:2f:02,4,M12-POD3-14-sw,4/14/2022 00:39,M12-POD3-14-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-479,1203,46.3 MB,10.12.12.188,02:c5:da:fe:e9:86,5,M12-POD3-14-sw,4/14/2022 00:39,M12-POD3-14-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-513,1203,35.1 MB,10.12.12.189,40:65:e9:b4:f6:3d,4,M12-POD3-13-sw,4/14/2022 00:39,M12-POD3-13-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-360,1203,46.8 MB,10.12.12.190,4a:d1:a3:ca:18:68,5,M12-POD3-11-sw,4/14/2022 00:39,M12-POD3-11-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-547,1203,60.5 MB,10.12.12.191,a0:df:5c:5a:1e:3b,4,M12-POD3-11-sw,4/14/2022 00:39,M12-POD3-11-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-571,1203,58.0 MB,10.12.12.192,0e:60:44:88:94:27,5,M12-POD3-12-sw,4/14/2022 00:39,M12-POD3-12-1-5,Antminer T17+ (vnish 2.0.4), T17+
